Name;Gauss-Krueger E;Gauss-Krueger N
Ellerhoop, Thiensener Weg;3551012;5955573
Ellernreihe;3571642;5942197
Ellernreihe (Mitte);3571569;5942434
Ellringen, Ellringer Neetzetal;3613831;5900395
Ellringen, Kettelberg;3613899;5900712
Elmenhorst, Ahornweg;3583597;5960415
Elmenhorst, Bargerhorst;3582164;5961392
Elmenhorst, Gemeindezentrum;3583344;5959785
Elmenhorst, Manhagen;3583402;5960304
Elmenhorst, Papenborn;3582491;5960983
Elmenhorst, Rokshorst;3583796;5960009
Elmenhorst (RZ), Alte Dorfstraße;3601965;5935896
Elmenhorst (RZ), An der Autobahn;3603447;5937970
Elmenhorst (RZ), Auf der Horst;3601587;5935414
Elmenhorst (RZ), Blöckenredder;3602382;5936498
Elmenhorst (RZ), Denkmal;3601766;5936168
Elmenhorst (RZ), Lankener Weg;3601876;5936386
Elmenhorst, Scheidekate;3581975;5961772
Elmenhorst, Schulstraße;3583243;5959791
Elmenhorst, Siebenbergen;3583391;5958424
Elmenhorst, Sülfelder Straße;3583451;5960213
Elmshorn;3543558;5958369
Elmshorn, Adenauerdamm;3544992;5957199
Elmshorn, Am Eiskeller;3543559;5957434
Elmshorn, Am Erlengrund;3544362;5956200
Elmshorn, Am Friedhof;3543766;5959458
Elmshorn, Amselstraße;3542593;5958881
Elmshorn, Anne-Frank-Straße;3542087;5959249
Elmshorn, Ansgarstraße (Mitte);3543656;5956993
Elmshorn, August-Bebel-Platz;3544253;5959927
Elmshorn, Beethovenstraße;3544952;5958466
Elmshorn, Berufsschule;3544169;5958216
Elmshorn, Bismarckstraße;3543051;5958707
Elmshorn, Blücherstraße;3542751;5957357
Elmshorn, Burdiekstraße;3542087;5958260
Elmshorn, Burdiekstraße (Mitte);3541996;5958515
Elmshorn, Bussardweg;3544044;5957601
Elmshorn, Carl-Zeiss-Straße;3543231;5960432
Elmshorn, Daimlerstraße;3545728;5957467
Elmshorn, Danziger Straße;3543504;5959805
Elmshorn, Dornbusch;3544282;5956817
Elmshorn, Eichenkamp;3544500;5957567
Elmshorn, Eichstraße;3543092;5957463
Elmshorn, Elsa-Brändström-Schule;3544515;5958583
Elmshorn, Ernst-Abbe-Straße;3546168;5956896
Elmshorn, Falkenweg;3544356;5957355
Elmshorn, Feldstraße;3543202;5958693
Elmshorn, Finanzamt;3543850;5958851
Elmshorn, Florapromenade;3544276;5959442
Elmshorn, Fröbelstraße (KGSE);3544285;5957018
Elmshorn, Fuchsberger Allee;3543587;5960330
Elmshorn, Fuchsberger Damm;3543388;5960033
Elmshorn, Gerberstraße;3542665;5958315
Elmshorn, Grenzweg;3542431;5960426
Elmshorn, Hainholz;3544286;5956566
Elmshorn, Hainholzer Damm (Nord);3544404;5957305
Elmshorn, Hainholzer Schulstraße;3544408;5957170
Elmshorn, Hamburger Straße;3544739;5957739
Elmshorn, Hasenbusch;3542509;5959081
Elmshorn, Hebbelplatz;3543716;5956531
Elmshorn, Heidkoppelweg;3545307;5960219
Elmshorn, Heidmühlenweg;3543503;5956229
Elmshorn, Heinrich-Hertz-Straße;3542645;5957335
Elmshorn, Hermann-Sudermann-Allee;3544963;5959741
Elmshorn, Hinterstraße;3545255;5957653
Elmshorn, Holunderstraße (Nord);3543926;5956989
Elmshorn, Jahnstraße;3542701;5958629
Elmshorn, Kaltenweide (Mitte);3544406;5959181
Elmshorn, Kibek;3546781;5956960
Elmshorn, Klinikum;3545070;5958077
Elmshorn, Köhnholz (Nord);3542521;5957127
Elmshorn, Köhnholz (Süd);3542668;5956511
Elmshorn, Koppeldamm;3544015;5959719
Elmshorn, Krückauweg;3543981;5958598
Elmshorn, Kurt-Wagener-Straße;3546298;5957323
Elmshorn, Liether Feldstraße;3543661;5955829
Elmshorn, Liethmoor;3544182;5956041
Elmshorn, Lise-Meitner-Straße;3545970;5957440
Elmshorn, Meteorstraße;3543369;5957165
Elmshorn, Moltkestraße;3544193;5958760
Elmshorn, Morthorststraße;3544014;5956308
Elmshorn, Mühlenstraße;3543888;5958438
Elmshorn, Ollnsstraße (Mitte);3543359;5956918
Elmshorn, Otto-Hahn-Straße;3545481;5957534
Elmshorn, Parkweg;3543087;5956490
Elmshorn, Paul-Dohrmann-Schule;3543806;5957711
Elmshorn, Peterstraße;3543165;5958366
Elmshorn, Plinkstraße;3544839;5956544
Elmshorn, Post;3543477;5958203
Elmshorn, Probstendamm;3543300;5958149
Elmshorn, Ramskamp (KGSE);3544656;5957112
Elmshorn, Ramskamp (Mitte);3545691;5956948
Elmshorn, Ramskamp (West);3545490;5956987
Elmshorn, Reichenstraße;3543320;5957793
Elmshorn, Reichenstraße (Ost);3543587;5957712
Elmshorn, Rethfelder Ring;3544663;5957315
Elmshorn, Sandberg;3542344;5958313
Elmshorn, Schule Langelohe;3544372;5958135
Elmshorn, Sonneck;3542853;5960520
Elmshorn, Stargarder Straße;3544463;5959685
Elmshorn, Stiftskirche;3543784;5959077
Elmshorn, Turnstraße;3542441;5958378
Elmshorn, Voßkuhlen;3545190;5959970
Elmshorn, WAK/BBS;3545033;5956996
Elmshorn, Waldorfschule;3544997;5956874
Elmshorn, Walfängerstraße;3544685;5959388
Elmshorn, Wedenkamp (CCE);3543130;5958071
Elmshorn, Wilhelmstraße;3542158;5956745
Elmshorn, Zeppelinplatz;3543672;5960008
Elmshorn, Zum Krückaupark;3544598;5958364
Elskop, Doppelreihe;3533798;5965504
Elskop, Dorfstraße (Süderau);3533985;5965189
Elskop, Dorfstraße 15;3532435;5964660
Elstorf, Am Hügel;3552042;5919693
Elstorf, Am Kirchenwald;3552453;5919655
Elstorf, Fliegenmoor;3552042;5922094
Elstorf, Fuhrenkamp / Fliegenmoor(AST-Halt);3551786;5922035
Elstorf, Fuhrenkamp / Lehmkuhlenweg(AST-Halt);3551732;5921734
Elstorf, Kirche;3552539;5921712
Elstorf, Mühlenstraße;3552604;5921948
Elstorf, Schule;3552671;5921680
Elversweg;3571744;5927437
Embsen, Amselweg;3589993;5894132
Embsen, Bahnhofstraße;3590018;5894764
Embsen, Forsthaus;3590052;5893414
Embsen, Querlberg;3590402;5894367
Embsen, Schulzentrum;3590406;5895118
Embsen, Siedlung;3591090;5895161
Emder Straße;3558350;5933517
Emekesweg;3571304;5946703
Emilie-Günther-Weg;3579349;5930766
Emilienstraße;3563189;5938224
Emkendorfstraße;3559096;5936385
Emmauskirche;3573458;5940429
Emmelndorf, Bürgermeist.-Reichel-Straße;3565224;5919748
Emmelndorf, Denkmal;3565308;5918829
Emmelndorf, Gartenstraße;3564367;5919678
Emmelndorf, Gustav-Becker-Straße;3564808;5919331
Emmelndorf, Hohlweg;3564071;5919457
Emmelndorf, Schule;3564705;5919618
Emmelndorf, Steineck;3565128;5919333
Emmelndorf, Wittenberger Feld;3564112;5920022
Emmen, Abzweigung Wohlesbostel;3547319;5917371
Emmen, Schützenholz;3547665;5916618
Emsen, Stuvenwald;3557460;5917172
Energie-Campus Bergedorf;3579995;5927959
Engelbrechtsche Wildnis, Grillchaussee 89;3531111;5962027
Engelbrechtsche Wildnis, Herzhorner Rhin;3529579;5962032
Engelbrechtsche Wildnis, Obendeich;3530657;5960027
Engelbrechtsche Wildnis, Seniorenzentrum;3529836;5962081
Engelbrechtweg;3556781;5941088
Engelschoff, Feuerwehr;3522194;5947795
Engelschoff, Genossenschaft;3521496;5947875
Engelschoff, Hammahermoor;3522667;5946372
Engelschoff, Wasserkrug;3522676;5947372
Entenwerder Stieg;3569221;5933712
Eppendorfer Baum;3565337;5939616
Eppendorfer Marktplatz;3565554;5940612
Eppendorfer Park (UKE);3564871;5940298
Eppendorfer Weg (Ost);3564443;5939386
Erbstorf, Dorfstraße;3598246;5905989
Erbstorf, Erbstorfer Landstraße;3598652;5905693
Erbstorf, Feuerwehr;3598408;5905840
Erbstorf, Heinrich-Heine-Siedlung;3597766;5906207
Erbstorf, Wendeplatz;3598571;5905673
Erdkampsweg (Ost);3567850;5944575
Erich-Ziegel-Ring;3570479;5942830
Ericusspitze;3566569;5935420
Erlenbruch;3557670;5928170
Ermlandweg;3565688;5946870
Erna-Mohr-Kehre;3578237;5928084
Ernastraße;3565283;5932352
Ernst-August-Deich;3565200;5932619
Ernst-August-Schleuse;3565192;5932959
Ernst-August-Schleuse (Fähre);3565253;5932886
Ernst-August-Straße;3559610;5935717
Escheburg, Am Alten Bahnhof;3587433;5926464
Escheburg, Bergsiedlung;3587829;5926363
Escheburg, Bistal;3588238;5926270
Escheburg, Dorfplatz;3587031;5926963
Escheburg, Götensberg;3586294;5926805
Escheburg, Kiehnwiese;3587521;5926388
Escheburg, Schule;3587123;5927434
Eschenhofweg;3581920;5927349
Esingen, Bockhorn;3547971;5951005
Esingen, Gerberweg;3548311;5950633
Esingen, Riedweg;3548185;5950552
Essel, Brinkstraße;3518209;5928597
Essel, Hauptstraße;3518075;5928479
Essener Straße;3565642;5949319
Estebogen;3551265;5933518
Estebrügge, GS An der Este;3548160;5931511
Estebrügge, Moorende 123;3548513;5930131
Estebrügge, Moorende 137;3548310;5930009
Estebrügge, Moorende 173;3547888;5929588
Estebrügge, Moorende 51;3548582;5931190
Estebrügge, Moorende 89;3548691;5930621
Estebrügge, Moorende 97;3548630;5930472
Estebrügge, Ortsmitte;3548510;5931304
Estebrügge, Schwarzer Weg;3548473;5930995
Estebrügge, Wetternweg;3548214;5931474
Estorf, Alte Post / Landstraße;3513129;5938339
Estorf, Friedhof;3513957;5938969
Estorf, Ole Dörpstroot;3513180;5938451
Estorf, Schule;3513605;5938180
Estorf, Wietstruck 11;3513899;5938843
Etzen, Dehnsener Straße;3579803;5888803
Eulenkamp;3571113;5939636
Eulenkrugstraße;3576692;5946744
Eurokombi;3558904;5934016
EUROPA-CENTER Air30;3557382;5934365
Eva-Rühmkorf-Straße;3562394;5937069
Evendorf, Brocken;3570801;5890557
Evendorf, Soldbarg;3571430;5891591
Eversen, Am Schulweg;3550528;5919073
Eversen, Everser Dorfstraße;3550318;5918804
Eversen-Heide, Birkenweg;3551279;5919137
Eversen-Heide, Fasanenweg;3550626;5919084
Eversen-Heide, K31;3550642;5919132
Eversen-Heide, Lärchenweg;3551531;5919627
Eversen-Heide, Ohlenbütteler Stadtweg;3551400;5919575
Eversen-Heide, Rahheideweg;3551012;5918990
Eversen-Heide, Tannenhöhe;3551039;5919419
Everstorfermoor 4;3541380;5904347
Eversween (Mitte);3565026;5929060
Eversween (Nord);3564840;5929929
Eversween (Süd);3565086;5928503
Eyendorf, Am Berge;3577304;5897588
Eyendorf, Bahnhof;3577530;5897789
Eyendorf, Im Kamp;3577661;5897305
Eyendorf, Ortsmitte;3577266;5897334
Eyendorf, VGS;3577581;5897742
Fabriciusstraße;3570724;5942436
Fabriciusstraße (Mitte);3570629;5942024
Fabrik;3561672;5936518
Fahrendorf;3589757;5926983
Fahrenholz, Ort;3586701;5915505
Fahrenkrön;3572635;5943669
Fahrenkrug;3582327;5979975
Fahrenkrug, Boomgarden;3582853;5979602
Fahrenkrug, Schule;3582440;5979768
Falkenstein;3551708;5937541
Falkensteiner Ufer (ElbeCamp);3550687;5937331
Falkentaler Weg;3552486;5936740
Fangdieckstraße;3558959;5941474
Fanny-Lewald-Ring;3578160;5927877
Farchau;3617111;5950746
Farmsen;3574046;5942344
Farnhornweg;3558531;5940603
Farnstieg;3549885;5938537
Fasanengrund;3571506;5928154
Fehrenbötel, Dorfstraße;3577270;5984356
Fehrenbötel, Hoheluft;3577919;5984644
Fehrenbötel, Kampstraße;3577181;5984738
Fehrsweg;3567550;5944973
Feiningerstraße;3576217;5933751
Feldblumenweg;3573217;5948714
Feldrosenweg;3558674;5942866
Feldstraße (Heiligengeistfeld);3564266;5936619
Felix-Jud-Ring (Mitte);3576673;5928365
Fersenweg;3577046;5922979
Feuerbergstraße;3568616;5943026
Feuerteichweg;3564319;5923191
Feuerwehrakademie Hamburg;3571672;5933340
Fichtestraße;3569730;5937966
Fiddigshagen;3579575;5928166
Fiersbarg;3572488;5951492
Finkenau;3568285;5938257
Finkenwerder;3558341;5934235
Finkenwerder (Fähre);3558332;5934124
Finkenwerder Landscheideweg;3557088;5933310
Finkenwerder Weg;3559633;5931635
Fischauktionshalle;3563165;5935273
Fischbek;3554474;5927330
Fischbek bei Bargteheide;3584732;5960091
Fischbeker Heideweg;3556629;5925604
Fischbeker Heuweg;3554966;5926923
Fischbeker Holtweg;3557164;5926544
Fischbeker Moor (Schule);3555613;5927166
Fischers Allee;3561197;5935588
Fischmarkt;3563095;5935520
Fiskalische Straße (Energieberg);3567759;5932111
Fitzbek, Bäckerweg;3550429;5986053
Fitzbek, Schulstraße;3550336;5986069
Fitzen;3609439;5930665
Flachsland;3569427;5939711
Fleestedt;3566009;5920266
Fleestedt, Dorfstraße;3565998;5919802
Fleestedt, Försterweg;3566752;5919868
Fleestedt, Glüsinger Straße;3566610;5919820
Fleestedt, Grundschule;3566428;5919705
Fleestedt, Mühlenweg;3565513;5920772
Flensburg;3528184;6071728
Flerrentwiete (Nord);3549918;5939340
Fliegenberg, Fliegenberg 30;3575880;5921057
Fliegenberg, Kapellenweg;3575109;5921345
Fliegenberg, Kreuzdeich;3576129;5920644
Fliegenberg, Schule;3575431;5921211
Fliegenberg, Steller Chaussee;3575947;5920636
Fliegenfelde;3601385;5970061
Floggensee, B 75;3584016;5961330
Flotowstraße;3568005;5939299
Flottbeker Drift;3558046;5938048
Flottbeker Kirche;3558211;5937461
Flotthof;3559110;5985684
Flughafenstraße;3567028;5945842
Flurkamp;3557354;5938331
Flurstraße (Nord);3557697;5940575
Flurstraße/Rugenbarg;3557470;5939686
Fockenweide;3578326;5929401
Focksweg;3558318;5934023
Föhrden-Barl, Schulstraße;3551640;5977734
Föhrden-Barl, Stellauer Weg;3551845;5977352
Föhrden-Barl, Wiebke-Kruse-Straße;3552148;5977827
Fontenay;3565964;5937499
Foorthkamp;3566509;5947729
Försterkamp;3560930;5926933
Forstweg;3562433;5925723
Forum Gymnasium Rahlstedt;3575715;5941602
Foßredder;3577615;5946886
Frahmredder;3572955;5946784
Francoper Hinterdeich;3558102;5929835
Francoper Straße;3557404;5926990
Frankenmoor;3528042;5927609
Frankring;3576501;5948343
Franzdorf;3595055;5952650
Franzhagen, An de Bäk;3604157;5927882
Franzhagen, Zum Hofgraben;3604192;5927809
Franzosenheide;3559622;5944832
Franzosenkoppel;3558340;5941414
Fredeburg;3614033;5950404
Fredenbeck, Alter Stadtweg;3527687;5932823
Fredenbeck, An den Eichen;3527354;5932256
Fredenbeck, Badesee;3524244;5931056
Fredenbeck, Bahnhof;3526563;5931854
Fredenbeck, Bahnhofstraße;3526513;5932370
Fredenbeck, Dinghorn;3525263;5931794
Fredenbeck, Falkenweg;3527258;5932886
Fredenbeck, Grundschule Am Raakamp;3528027;5932557
Fredenbeck, Hauptstraße;3526691;5932474
Fredenbeck, Im Dorfe;3526624;5932648
Fredenbeck, Im Mühlenfeld;3527793;5932957
Fredenbeck, Kutenholzer Weg;3525801;5932032
Fredenbeck, Lerchenweg;3527537;5933010
Fredenbeck, Rathaus;3526507;5932444
Fredenbeck, Sachsenbrunnen;3527911;5933116
Fredenbeck, Schulzentrum;3526882;5932773
Fredenbeck, Schützenplatz;3526143;5932865
Fredenbeck, Wiesenstraße;3526534;5933053
Fredenbeck, Wischhofsdamm;3527695;5932724
Fredesdorf, Chr.-Rohlfs-Straße;3578882;5972399
Fredesdorf, Schulstraße;3579203;5972194
Freegen;3575118;5923835
Freiburg, Allwörden;3520117;5964568
Freiburg, Bahnhofstraße;3518808;5965951
Freiburg, Eschweg;3516942;5965956
Freiburg, Landesbrücker Straße;3518997;5965850
Freiburg, Schöneworth;3518186;5965934
Freiburg, Schulzentrum;3519230;5965629
Freiburg, Schulzentrum (Kehre);3519222;5965550
Freiluftschule Moorwerder;3570603;5926253
Freizeitbad Bondenwald;3562074;5944276
Freizeitbad MidSommerland;3565242;5924459
Frelsdorf;3493521;5929976
Fresenburg;3591610;5968845
Fresenfelde;3589541;5991749
Freudenthalweg;3565685;5923455
Frickestraße;3564853;5941130
Friedensallee;3561485;5936387
Friedhof Bergedorf;3583058;5928203
Friedhof Bergedorf (Kapelle 1);3582728;5928414
Friedhof Bergedorf (Kapelle 2);3583540;5928154
Friedhof Finkenriek;3567227;5927484
Friedhof Finkenriek (Eingang);3566771;5927571
Friedhof Holstenkamp;3560565;5938199
Friedhof Neuwiedenthal;3557780;5927540
Friedhof Nienstedten;3555940;5936331
Friedhof Ohlsdorf (Bestattungsforum);3568510;5944112
Friedhof Ohlsdorf (Kapelle 1);3568913;5943944
Friedhof Ohlsdorf (Kapelle 10);3569868;5943698
Friedhof Ohlsdorf (Kapelle 11);3571182;5944783
Friedhof Ohlsdorf (Kapelle 12);3570890;5944209
Friedhof Ohlsdorf (Kapelle 13);3571302;5944203
Friedhof Ohlsdorf (Kapelle 2);3568958;5944059
Friedhof Ohlsdorf (Kapelle 3);3569288;5943445
Friedhof Ohlsdorf (Kapelle 4);3569015;5943344
Friedhof Ohlsdorf (Kapelle 6);3569846;5944522
Friedhof Ohlsdorf (Kapelle 7);3569332;5944600
Friedhof Ohlsdorf (Kapelle 8);3568763;5944435
Friedhof Ohlsdorf (Kapelle 9);3570380;5944211
Friedhof Öjendorf (Feierhallen);3574718;5936746
Friedhof Öjendorf (Haupteingang);3574415;5936788
Friedhof Öjendorf (Nordeingang);3575038;5936919
Friedhof Öjendorf (Nord-Ring);3574623;5936983
Friedhof Öjendorf (Ost-Ring);3575065;5936543
Friedhof Öjendorf (Südeingang);3574876;5936373
Friedhof Öjendorf (Süd-Ring);3574531;5936447
Friedhof Tonndorf;3573884;5939659
Friedmannbogen;3578665;5928030
Friedrich-Ebert-Damm (Nord);3573788;5941495
Friedrich-Ebert-Damm (West);3571501;5939800
Friedrich-Frank-Bogen (Mitte);3578248;5929613
Friedrich-Frank-Bogen (Nord);3578361;5929820
Friedrichsberg;3570106;5938860
Friedrichsgabe;3565347;5955704
Friedrichsgabe, Bahnhofstraße;3565898;5955626
Friedrichsgabe, Beim Umspannwerk;3564957;5956852
Friedrichsgabe, Habichtweg;3565280;5954500
Friedrichsgabe, Harckesheyde (West);3565947;5955043
Friedrichsgabe, Hermann-Klingenberg-Ring;3565190;5956214
Friedrichsgabe, Irisgang;3565839;5956240
Friedrichsgabe, Langenharmer Weg;3566046;5953619
Friedrichsgabe, Lawaetzstraße (Mitte);3565061;5955642
Friedrichsgabe, Lawaetzstraße (Süd);3565073;5955185
Friedrichsgabe, Schule;3565765;5956050
Friedrichsgabe, Syltkuhlen;3565099;5954496
Friedrichsgabe, Tycho-Brahe-Kehre;3564854;5956603
Friedrichsgabe, Waldstraße;3565252;5954096
Friedrichsgabe, Waldstraße (Friedhof);3564786;5954506
Friedrichsgabe, Weg am Denkmal;3566071;5954376
Friedrichsruh;3588911;5933791
Friedrichsruh, Bismarck-Museum;3588945;5933962
Fritz-Flinte-Ring;3569522;5942650
Fritz-Lindemann-Weg;3578716;5931614
Frobeniusweg;3573592;5934505
Frohmestraße (Mitte);3561021;5944945
Fruchtallee (Hamburg-Haus);3563469;5938194
Fruteweg;3549851;5938033
Fuchsbergredder;3574186;5937149
Fuchsbergweg;3575111;5937366
Fuhlendorf, Dorfstraße;3558054;5979556
Fuhlendorf, Im Winkel;3558823;5979839
Fuhlenhagen, Feuerwehr;3601498;5938694
Fuhlenhagen, Mühlenrader Weg;3601186;5939239
Fuhlenpott;3589766;5972321
Fuhlenrüe;3567457;5975953
Fuhlsbüttel;3568006;5945056
Fuhlsbüttel Nord;3567321;5945816
Fuhlsbütteler Weg;3563248;5943862
Fünfhausen;3575210;5924274
Fünfhausen (Durchdeich);3574993;5924225
Fünfhausener Hauptdeich;3569475;5926601
Fünfhausener Straße;3569785;5926223
Fünfhausener Straße (Süd);3568786;5924313
Furchenacker;3559438;5943219
Furtweg;3559592;5941987
Gammer Weg (Süd);3584718;5922451
Gammer Weg 146;3585002;5924056
Gänsemarkt (Oper);3565417;5936467
Garbek, Eckrade;3592413;5987908
Garbek, Mühlenberg;3592751;5987003
Garbek, Segeberger Straße;3592962;5986296
Garbek, Sophienberg;3593759;5986793
Garleff-Bindt-Weg;3571317;5948836
Garlstorf bei Bleckede, Dorfstraße 36;3611733;5914448
Garlstorf bei Bleckede, Dorfstraße 68;3611270;5914557
Garlstorf bei Bleckede, Neu Brackede;3612817;5914301
Garlstorf bei Bleckede, Schmiede;3610617;5914410
Garlstorf, Egestorfer Landstraße;3573510;5901036
Garlstorf, Im Dorfe;3573591;5901149
Garlstorf, Lüneburger Landstraße;3573767;5901062
Garlstorf, Winsener Landstraße;3573658;5901284
Garstedt;3565217;5950917
Garstedt, Achternfelde;3564759;5950645
Garstedt, Alte Dorfstraße;3564072;5950031
Garstedt, An'n Slagboom;3565424;5948121
Garstedt, ARRIBA-Bad;3565948;5951252
Garstedt, Aspelohe;3564804;5949157
Garstedt, Aurikelstieg;3565425;5951454
Garstedt, Bornbarch;3565382;5948490
Garstedt, Breslauer Straße;3566014;5950800
Garstedt, Buchenweg (Ost);3565747;5952432
Garstedt, Buckhorn;3564615;5951680
Garstedt, Buschweg;3564875;5951798
Garstedt, Europaallee;3565330;5950454
Garstedt, Fabersweg;3565352;5948731
Garstedt, Fehmarnstraße;3564818;5953508
Garstedt, Forstweg;3565731;5952008
Garstedt, Friedhof;3564473;5950021
Garstedt, Friedrich-Ebert-Straße;3564337;5950668
Garstedt, Friedrichsgaber Weg (Mitte);3565083;5953440
Garstedt, Gewerbe im Park;3564762;5948754
Garstedt, Görlitzer Weg;3565809;5950519
Garstedt, Gutenbergring 1;3564590;5948407
Garstedt, Gutenbergring 15;3564740;5948510
Garstedt, Gutenbergring 26;3565126;5948147
Garstedt, Hainholz;3565148;5954223
Garstedt, Hallig-Hooge-Stieg;3564797;5953845
Garstedt, Harthagen;3564576;5952401
Garstedt, Helgolandstraße;3564545;5953136
Garstedt, Hermann-Löns-Weg;3564591;5950289
Garstedt, Heuberg;3564065;5949539
Garstedt, In de Tarpen;3565469;5948839
Garstedt, Kohfurth;3565079;5951327
Garstedt, Kornhoop;3563812;5950725
Garstedt (LK Harburg), Bahnhof;3576529;5907387
Garstedt (LK Harburg), Brandweg;3577345;5906721
Garstedt (LK Harburg), Gewerbegebiet;3575643;5906425
Garstedt (LK Harburg), Grundschule;3576348;5907586
Garstedt (LK Harburg), Hauptstraße;3577594;5906186
Garstedt (LK Harburg), Lehmberg-Ost;3576886;5906999
Garstedt (LK Harburg), Vierhöfener Straße;3577743;5906465
Garstedt, Marommer Straße (Ost);3565858;5951574
Garstedt, Meyertwiete;3564137;5950398
Garstedt, Möhlenbarg;3564470;5950263
Garstedt, Niendorfer Straße (Mitte);3564441;5948672
Garstedt, Nordport (Süd);3564905;5947991
Garstedt, Nordportbogen (Ost);3564681;5948106
Garstedt, Nordportbogen (West);3564280;5948142
Garstedt, OBI-Markt Norderstedt;3564282;5948929
Garstedt, Ohlenhoff;3563784;5949570
Garstedt, Rantzauer Forstweg (Museen);3564543;5952759
Garstedt, Rugenbarg (Mitte);3565294;5949285
Garstedt, Schierkamp;3563000;5951071
Garstedt, Schillerstraße;3565102;5950288
Garstedt, Schwarzer Weg;3564320;5949834
Garstedt, Stettiner Straße;3564777;5951444
Garstedt, Südportal;3565184;5947404
Garstedt, Tarpenbekstraße;3565348;5949691
Garstedt, Ulzburger Straße 186;3565746;5952850
Garstedt, Zwijndrechtring;3565181;5953858
Gartenfreunde Francoper Straße;3557687;5928753
Gartenholz;3582769;5951554
Gärtnerstraße;3564281;5939631
Garze, Große Straße 29;3613086;5909698
Garze, Große Straße 3;3613761;5909130
Garze, Große Straße 71;3612358;5909870
Gätgensstraße;3554519;5936796
Gauensiekermoor 6;3524630;5948943
Gauert;3572358;5926350
